"x"
" tercera vez hago comentario respuesta adecuación edificio uriel gutiérrez años ruinas informa si solución daño edificio administrativo "
" sucede restauración uriel gutiérrez década ruinas diríamos encontramos peligro laboramos aquí diario visto mejoras ningún tipo"
" pasa edificaciones uriel gutierrez prácticamente ruinas hace años visto acciones ningún tipo arreglarlo riesgo grande trabajamos edificio"
" importante proceso rendición cuentas "
"si aplicó allá beca equidad pagué matrícula misma reembolsa"
" escogió específicamente vehículo hace uso vicerrector sede medellín dodge previamente referencia toyota land cruiser prado cuesta millones pesos versión txl millones versión menor categoría tx además facultad minas compromete ser campus sostenible entiendo"
" aplican decididamente políticas existentes prevenir acoso todas manifestaciones vulneración derechos fundamentales personas poblaciones vulnerables minoritarias afrocolombianos discapcitados indígenas mujeres lgbti"
" avanzado llamada transformación digital pensado articularse centro cuarta revolución industrial inaugurado recientemente medellín"
" cierto lote aledaño sede medellín sector iguaná actualmente funcionan parqueaderos perteneció pertenece ser haciendo recuperarlo"
"cordial saludo pregunto vez cuestiono labor superpasiva encargado atender solicitudes necesidades población presenta algún grado discapacidad sede medellín puesto semestre hago siempre solicitud alguna ayuda asesoría sentido estudiante condición respuesta aparece notifica disponemos recursos suficientes hablando miembros igual situación veo cuentan casi siempre dichos recursos semestre parece sospechosa situación uds podrían responder inquietud favor mil "
" hecho flexibilizar horarios programas maestría inmensa mayoría trabaja lado estrategias adoptado aumentar nivel inglés estudiantes pregrado posgrado"
" va proceso organizar planta administrativa día personal orden prestación servicios"
" transparente confiable rendición cuentas "
"pueden mejorar proceso respuesta peticiones originadas sistema quejas reclamos ocasiones anteriores duró respeusta mas meses deberían mejorar atención público oficina posgrados derecho oficina puesto muchas veces cuentan información adecuada extrañan anteriores asesores"
" rendición cuentas debería contar acciones va desradicalizar personas hacen parte tres estamentos evitar violencia protesta pensaría siguen manifestando manera violenta pesar proceso paz reconocimiento inmenso daño causado violencia país muestra cierre hoy debido disturbio dia ayerconsidero debe escuetos comunicados parte rectoría cambiar comportamiento violento "
" permite tanta demora evaluar tesis parte jurados pesar reglamentacióen existe tiempos establecidos dar concepto perjudica enormente estudiante acuerdo tesis maestría epidemiología jurados tomaron semestre evaluar tesis pagar semestre adicional demora ahora crisis sanitaria económica covid justo permita tipo conductas perjudica estamento vulnerable comunidad estudiantes máximo jurados docentes misma univesidad"
" aumentado aporte recursos da universidades públicas caso "
" presenta renuncia director defecto director otic inoperancia sia"
"porqué construyen edificios sabe ocupación aula hora día día semana"
" construcción edificios responde algún plan gestión ambiental"
" pasado dr abril puedo cancelar materias formato carta cancelacion"
" supone cambios soportados idea mejoramiento menos lógica mejoramientos soportaron cambio plataforma sia cuánto costaron si costobeneficio significativo respondieran datos concretos preguntas campeadoras burocráticas muchísimas "
" habilitarán biblioteca urge lugar estudiar tranquilamente si tableros practicar ecuaciones mejor "
"buenas tardes repetidas veces solicitado información acerca estrategia subsanar eliminación programa lea comfie aprovecho espacio volver solicitar información detallada plan acción reemplazar programas"
"buenos días razón dará incentivo trabajadores mil pesos anuales razón representantes mesa exigen solo trabajadores sindicalizados dinero adicional crisis podrìa destinarse proyectos mayor urgencia "
" riesgo antenas celular instaladas largo especialmente queda frente liq funcionar pararayos conocer motivo contrato diseño atractivo"
" pueden organizar torneos "
"creo fundamental rendicióin cuentas indicadores progama cumplimiento cobertura ello siempre claro suele verse promoción aspectos cosideran apropiados campaña disminución desaparición problemáticas"
" proceso rendición cuentas sede paz"
" inquietud sia convirtió plataforma omnipresente incidencia procesos académicos mismos actores decir posible algún día deje ser espacio constrictivo convertirse plataforma respeta procesos académicos"
" beneficios obtienen entidades realizar procesos rendición cuentas enfoque basado educación superior"
" dirección voluntad real apoyar construcción nuevo edificio artes posibilitar trabajo estudiantes docentes lleve cabo condiciones dignas"
" cuántos profesores ocasionales sede medellín año cuántas horas clase dictaron profesores"
" pasa grave si pierdo nivelatoria lectoescritura matematicas basicas"
"reciban cordial saludo estrategias considerando aumentar planta docente facultad artes diseño industrial aprox docentes estudiantes mas ocasionales becarios menos diez grave problema relevo generacional materias ofertadas causa falta docentes"
" arreglado sendero peatonal química farmacia plaza central "
" plazoleta esfera buenas condiciones ser intervenida cambio sendero peatonal química farmacia plaza central condiciones regulares porqué hacen mantenimiento "
" plantea estudiantes posgrado estudiante posgrado trabajan pagar semestre actual problemática internacional salud varios perdieron empleo ingresos económicos ahorrado poder sobrevivir días obligar pagar recibo matricula seria similar arrebatar pan boca familias dárselo presente problemática confinamiento inequitativa virtualización absolutamente necesario ampliar calendario académico vea superada problemática si plantea soluciones concretas único pirrica minoría pague termine semestre inmensa mayoría cancelará semestre incluso programa posgradual"
" dudas cupos materias estudiante pregrado primer semestre idea si debo inscribir materias cursos tampoco si puedo hacerlo cualquier momento si pueda agregar horario inscribirme grupos investigación deportes"
"buenas noches preguntar exámen periodo "
"buen día realizar acerca inversión plataformas digitales servicios sia dninfoa inversión anual"
" pública debe ser espacio amplio razón personas puedan ingresar debe buscar maneras ampliación cupos subsidios transporte alimenticios población vulnerable económicamente estudiantes beneficiados subsidios deben devolver ayuda prestada"
"demora entrega primera fase sede presencia tumaco pacífico solicitamos necesitamos supervisión activa construcción nueva sede presencia tumaco pacífico entendible obras presenten problemas diferente índole posterioermente verán reflejados fecha entrega mismas primera fase sede debería haber entregado hace tiempo embargo parece ocurrira pronto"
" quiero preguntar haciendo evitar mas estudiantes sigan endeudando entidad icetex expongo caso solicite prestamo estudiar maestria ingenieria mecanica semestres prestamo hepagado icetex solo ve reflejado disminucion dicen descaradamente resto dinero solo intereses dia dia pagan solo intereses entidad posible cobre interes mensual pra prestamo educion banco normal cobra solo cobre interes mensual icetex destruye sueños estudinates deberia promover daño hace aestudiante apoyando entidad icetex controlada ninguna istitucion libre cobrar intereses mensuales nadie dice parece injusto gustaria controlan instituciones dentro sigan robando sueños estudiantes endeudandolos"
"buen día recomendación personalmente persona toma muchísima agua solamente dos dispensadores agua potable facultad ciencias económicas considero importante brindarle comunidad estudiantil tipo elementos pues mayoría nosotoros pasamos horas día institución incómodo tener acceso fácil vital agua potable "
" general productos tienda carácter distintivo corrientes"
" parece rendición cuentas debe ser transmitida jefes subalternos todas áreas creo colocar área esfuerzos mejora semestre proponer acciones mejora semestre mejor anterior"
" relación proliferación ventas ambulantes además ocupar espacio público peatonal zonas verdes generan contaminación visual contaminación basuras programas políticas aplica desarrolla momentos institución través oficina bienestrar universitario dependencias bien derecho mayorías debería primar unas minorías ocasiones incluso acude violencia vigilantes lograr ingreso productos venta video mismo plaza santander genera triste espectáculo ventas informales espacio igual toda debe dedicado academia investigación"
"aún aparece opción descarga recibo pago matricula opción información financiera portal académico"
" parece importante muestren inversiones hechas recursos estampillas"
" profesores ningún interés pedagógico mantenidos promovidos "
" academia enseña ser ciudadanos activos conocer utilizar mejorar espacios procesos participación espacio conocimiento debe ser potenciado participación estudiantes sabemos participar crecido desarrollar conocimiento colectivo limitada divulgar planes participación ciudadana exigidos gobierno fundada educación participación ser laboratorio participar proponer evaluar ciudadanos conocimiento inspirar participar"
" postura rectoría frente cobro funciones servicios interior refiero unimedios dnia cobran realizar funciones propias ejercicio divisiones dependencias generando mercantilización funciones atrasó desarrollo actividades mismas requieren páginas web videos cuñas informativas cursos modle etc"
" inconveniente momento usar computadoras biblioteca pedir libros registro carné huella dicen acceso puedo "
" cuánto tiempo toma asignar titular cargos división bibliotecas reporte ocupación vacancia cargos mes mes año fecha apuesta contribuir éxito académico estudiantes investigadores personal apoyo evaluación permitió concluir mejor decisión extinguir programa lea"
" debo presentarme actividades bienestar universitario vivo tumaco nariño"
" cuanto invierte presupuesto u nal bienestar universitario sede bogotá"
" manera aportando análisis puerto tribugá pilares básicos misionales reafirman protegen patrimonio cultural natural ambiental nación grado cumplido misión institucional servicios extensión comunidad barrios populares medellin manera integra actores sociales proceso construcción país mas equitativo paz esfuerzos auna cumplir dicha expectativa "
"recientemente visto cancelado varios contratos empleados apelando situación actual afecta recursos económicos embargo cierto virtualidad permite ahorrar cierto modo recursos ejemplo recibos públicos dinero gasta movilidad entrante saliente ésto manejo recursos redireccionado bien comunidad ejemplo evitando despidos"
" nuevo modelo admisiones realizará segundo semestre realizarán equivalencias resultados antiguos prueba ingreso pruebas icfes califican rangos numéricos distintos"
" recursos inversión funcionamiento cambiado anteriores años"
" interesa participar grupo estudio voy ingresar dice usuarios registrados correo igual pasa intento recuperar clave momento registrarme dice correo numero identificación estan uso"
"si profesional cursando segundo pregrado uni pregunto realizar proceso autocrítica modificar acuerdo sugerencia cobrar profesionales segundo pregrado partir línea base posgrado base media derivada valores universidades privadas excluyendo andes partir línea base aplicar lineamientos cobro según situación socioeconómica postulado estudiante evita caer situación aplicar automáticamente justificación real pbm máximo casos "
" podrá utilizar nuevo auditorio león greiff adecuaciones previstas cronograma propuesto "
"recientemente visto cancelado varios contratos empleados apelando situación actual afecta recursos económicos embargo cierto virtualidad permite ahorrar cierto modo recursos ejemplo recibos públicos dinero gasta movilidad entrante saliente ésto manejo recursos redireccionado bien comunidad ejemplo evitando despidos"
" nuevo modelo admisiones realizará segundo semestre realizarán equivalencias resultados antiguos prueba ingreso pruebas icfes califican rangos numéricos distintos"
" nuevo modelo admisiones realizará segundo semestre realizarán equivalencias resultados antiguos prueba ingreso pruebas icfes califican rangos numéricos distintos"
" recursos inversión funcionamiento cambiado anteriores años"
" interesa participar grupo estudio voy ingresar dice usuarios registrados correo igual pasa intento recuperar clave momento registrarme dice correo numero identificación estan uso"
"si profesional cursando segundo pregrado uni pregunto realizar proceso autocrítica modificar acuerdo sugerencia cobrar profesionales segundo pregrado partir línea base posgrado base media derivada valores universidades privadas excluyendo andes partir línea base aplicar lineamientos cobro según situación socioeconómica postulado estudiante evita caer situación aplicar automáticamente justificación real pbm máximo casos "
" podrá utilizar nuevo auditorio león greiff adecuaciones previstas cronograma propuesto "
" pruebas saberpro puntaje prueba comunicación escrita bajas país aunque supera promedio país admisión cerca admitidos maestrías estudiantes pregrado acciones adelanta estudiantes pregrado mejoren habilidad necesaria procesos investigación"
" observa balance social presentaron transformaciones organizacionales parte administrativa evaluación haciendo optimizar recurso docente escaso planta congelado acciones unificar facultades cuentan esquema administrativo decano vicedecanos directores programas etc disminuir número docentes apoyan posgrados presenta docente alto nivel formación programa"
" estudiantes graduaremos primera ceremonia grados año seguramente vamos poder tener ceremonia habitual facultades debido contingencia pandemia actual sabemos siquiera entregarán diploma físico obsequios da normalmente facultad pagar valor pleno derechos grado efectivamente hará entrega diploma físico demás obsequios falta ceremonia"
" va realizar fraccionamiento matrícula siguiente semestre pudo tramitar normalidad"
"después coyuntura futuro clases acciones haciendo evitar deserción pre posgrado"
" actualidad futuro editorial "
"según proyectado año términos administrativos financieros visto afectado partir coyuntura"
" emergencia sanitaria dará finalización inaguración edificio aulas ciencias"
" emergencia sanitaria salieron dineros apoyo población vulnerable utilizados compra tabletas planes datos equipos mercados"
"cordial saludo consulta dentro proceso rendición cuentas momentos crisis sanitaria económica va mostrar menor consideración instituciones bancos ofreciendo disminuir cuotas créditos congelarlas mantenernos estudiantes entregado tesis esperando meses concepto jurado complicado realmente mantener calidad académica busca perjudicarlo demora concepto bien ocurra decir poner trabas cerrar proceso postgrado momento dirección va permitir incluso vez bien ayudar estudiante terminar proceso poner tiempo personas involucradas bien ayudar estudiantes postgrado retrasados proceso pública debería mostrar mayor consideración parece"
"buenas tardes hecho difícil habilitar laboratorios covid conseguir recursos donaciones puede ver medios visto activas recibido recursos equipos importantes pasado podido ser muchas "
" objetivo hizo tienda universitaria sigue funcionando cuarentena"
"buen día deseo conocer fechas audiencias públicas rendición cuentas sedes "
"buenas tardes caso iniciar segundo periodo año virtual algún motivo mitad semestre permita presencialidad pasamos estudiar presencial seguiríamos virtual gran parte comentario digo profesores muestran conformes virtualidad gran mayoría respuesta directamente correo institucional "
" página web tienda universitaria suficientemente publicitada además indican precios productos pocas personas dispuestas proceso compra conocer precio hace descripción amplia productos"
" cantidad profesores ocasionales sedes medida posible discriminar profesores facultad departamento"
" contingencia actual plan acción desarrollando ayudar estudiantes ven materias alto contenido práctico encuentran bogotá dc"
" estaciones agrarias plan estudiantes puedan cultivar productos u derivados fin comedor público u disminuir costos comida obtener mejor calidad aprender cadena "
" plantea mejorar exámenes admisión dados estudios observatorio género protocolos transparencia manejo recursos"
" tramites debo realizar si quiero cancelar matricula quiero decir salirme carrera"
"debido situación pandemia covid posibilidades poder acceder ninguna clase ningún momento espero comprendan situación mayoría compañeros viviendo"
"luego culminar consecuencias dejó anormalidad académica resultante paro estudiantil sucedido segundo semestre nivel financiero académico desarrollo actividades misionales formación investigación extensión"
" intenta aportar sinergia empresa actualmente beneficios cuentan egresados inclusión laboral ingreso posgrados figura estudiante auxiliar retroalimentación ambas partes área desempeñó estudiante"
" acuerdo convocatorias seleccionar personal administrativo carrera existen cargos específicos requieren formación específica conocimiento específico general posible seleccionar secretaria pueda realizar prueba general ejemplo laborar tractorista u técnico laboratorio riegos requiere persona estudiado tema experiencia actualmente seleccionando personal conocimientos específicos experiencia personal tarda dos años desempeñar funciones manera adecuada segura debe elegir mejores evaluaciones similares realizan seleccionar estudiantes luego estudiar bien hojas vida títulos experiencia"
"deseo puedo pedir cita medicina general palmira "
" inquietud ajustaría cantidad grupos cupos inscribir materias si puede llevar cabo tope normal "
" periodo académico extenderá"
"quiero pensando inclusión étnica momentos sedes frontera aportando "
" profesor pensionado univ nac sede medellín problema configuración correo electrónico caramireunaleduco deja iniciar sesión teleconferencia usando meet dice permisos correspondientes ponga contacto administrador quedo espera alguna respuesta feliz tarde carlos ramírez"
" próximo semestre ofertara todas materias regularmente dictarán materias puedan trabajar vía internet "
" considerado instalación oficina información visitantes sede bogotá frecuente ver personas saben certeza dirigirse facil guiarlos especial vienen buscando servicios laboratorios sede"
"hola procedimiento cambio programa posgrado estudiante maestria ciencia tecnologia alimentos seria cambio misma facultad malla curriculares similares "
"buenas tardes pensado echo reposición prácticas rotaciones carrera medicina veterinaria mv pantalla mv"
" pasara trabajos grado modalidad practicas academicas realizaran estaciones agrarias dado situacion crisis mundial"
" encuentra actualmente marengo frente múltiples factores practicidad inversión facultad ciencias agrarias"
" solución manera ayudará estudiantes cuentan computador clases virtuales caso estudiar siguiente semestre imposible debido falta equipo "
" haciendo administración unalmedellín plan llevando cabo aquellos estudiantes medellín aún podido retornar seno hogares motivos reiteradas prolongación cuarentena restricción transporte intermunicipal podido encuentran varados ciudad medellín hablo experiencia propia realmente encuentro preocupado angustiado mucha incertidumbre volveré casa creo salud mental física deteriorado solo espero algún punto circunstancias clamores peticiones resonancia diferentes escenarios sociales invisivilece solo aquellos quieren volver exterior sino atrapados incluso propio país"
" si después cuarentena procedimiento natación va permanecer cerrada igualmente duda protocols seguir semestres"
" avance va construcción edificio arquitectura harán intervenciones edificios diseño gráfico cine tv riesgo deterioro"
" pensado impactar reducir desigual porcentaje estudiantes mujeres hombres especialmente mayor número mujeres ingresar menor número egresar"
" emergencia sanitaria seguirá estrategia tele trabajo"
" va dar ayudas estudiantes posgrado viviendo situación crisis ninguna ayuda"
" metodologia utilizara selección cupos asignaturas periodo academico sede medellín alta demanda "
"considero manejo venido dando proceso gradual virtualización educación apoyo estudiantes hun adecuado realizando intervención frentes social económico académico salud mejor disposición organización aunque falta darle difusión propuestassolicitudes ayuda comunidad general pueda colaborar consecución recursos económicos físicos necesiten redes sociales medios comunicación podrían ayudar fines"
" completo informeaunque faltó número trabajadores ods"
" situación cuarentena preventiva compleja estudiantes pesar dura experiencia remito ustedes expresar inmenso agradecimiento pues magníficos capaces docentes posibilidad estudiar continuar carrera sabido repartir enseña exigencia característica amada cuna personajes críticos innovadores quiero expresar admiración respeto agradecimiento especialmente docentes semestre experiencia siguen respondiendo grandeza aún reto formación virtual renuevan investigan buscan distintas maneras regalar aprendizaje extiendo gratitud área psicología bienestar apoyo estudiante recibiendo espacio crecimiento personal salud mental necesarios general tomar gran reto"
" interesante información pagina pues conocía correo"
" planes materias prácticas siguiente semestre sostiene económicamente después reducirse apoyos económicos parte gobierno pasará grupos estudiantiles pandemia siguiente semestre"
" podrá volver realizar ceremonias grado león greiff adecuaciones llevando cabo actualmente"
"buenas tardes ayudas económicas estudiantes suspendidas estudiantes semestre s posible matricularse semestre s"
"entiendo medidas tomando pandemia pasa estudiantes visto afectados falta cupos oferta cursos impidiendo culminar efectivamente carreras"
"felicitaciones directivas forma manejado situación pandemia programas enviado bienestar ejercicios cafam prevención talleres positiva pendiente salud aislamiento"
" va seguir proceso movilidad saliente internacional periodo "
"saludo egresado carrera nunca casi nunca encontré jabón manos baños favor garanticen siempre halla jabón manos baños públicos"
" estudiante primer semestre razones personales pienso matricularme caso estudiantes primero cantidad estudiantes entrarían segundo vea reducida existe garantía aquellos deciden segundo semestre puedan hacerlo inconvenientes debido bajo número estudiantes distintos grupos asignaturas"
" destina presupuesto adecuacion rampas accesos personas situacion discapacidad acen falta pasos personas sillas rueda plaza central acia salida cll "
" porqué concursos encargos piden participante colocar años experiencia dentro institución acaso información fidedigna posee división personal administrativo sede según normativa debe solicitar información institución posea"
" semestre va aplicar programa exención pago mejores promedios carrera"
" opciones recién egresado acceder fácilmente posgrado vez programas obtener titulo conjunto instituciones momento realizar posgrado"
" ampliar programas fomentar empezar cosechar bilingüismo "
" últimos años capacitado estudiantado poder ejercer veeduría procesos internos énfasis implican gasto presupuestal"
" hecho balance eficiencia mecanismos informar estudiantado desarrollado proceso transparencia contratación "
"interesante correo ahora interés ahora importante cuidarse"
" aplicar enseñanza idiomas dentro carreras pregrado cara fortalecerse rankings internacionales"
" pueden crear trabajos medio tiempo estudiantes pregrado posgrado actualmente existen programas pagan estudiantes requisito pbm muchas veces medidor exacto situación estudiante presentarse precisamente versátil"
" tantas necesidades sólo funcionamiento sino inversión razón evaluar política dirigido inversión investigación fomentar búsqueda oferta recursos investigación fuentes financiación país mundo evaluar porcentaje dejar recursos aquellas áreas oferte financiación pueden ser importantes humanidad desconcentrar porcentaje períodos tiempo proyectos requieren inversión sostenida necesidades mejoras infraestructura física tecnológica estratégicos últimos tomado relevancia época crisis"
"si algun momento quiero postularme contratista dondé puedo ver parametros convocatorias"
"buenas tardes si semestre realizar pruebas inglés intensivo si va poder ingresar materias ingles intensivo muchas "
" facultad ciencias económicas gomela u"
" avances recuperación infraestructura física especialmente facultad artes arquitectura sede bogotá proyectos aspecto recomendación fortalecer promocionar sistema donaciones "
" carreras ingeniería aeronáutica mecatronica planes futuro sede medellín"
" enfrentar déficit profesionales cuarta revolución industrial nuevos posgrados proyectado ofrecer modificaciones harán pensum pregrado cerrar brechas dar claridad hoy portafolio posgrados analítica inteligencia artificial existe brecha temas automatización arquitectura procesos iot blockchain cyber risk malo mil respuesta"
" próximo semestre virtual ser rebajas costo matrícula"
" tipo estrategias nuevas diferentes diseñar promocionar carreras aún siguen darse conocer plena adecuadamente mercado laboral ingeniería biológica muchas egresados pueden participar convocatorias aparece carrera tal permiten inscribirse tal"
" volverá ofertar beca estudiante sobresaliente posgrado besp debido aparece ofertada"
" cuarentena realizando ventas medios pago envíos"
"ademas proyectos pgp alternativas estudiantes pregrado realizar investigaciones"
" puedo solicitar certificado notas pregrado fce bogotá"
" ayuda egresados buscar oportunidades empleo preparación comunidad universitaria nuevos retos educación pusó pandemia"
" caso aparezcan contagios covid dentro comunidad universitaria regreso instalaciones posición tomaría administración "
" remodelaron plazoleta esfera si buenas condiciones arreglaron sendero peatonal química farmacia plaza central bastante regular"
" mecanismos asegurar buen uso recursos organismo hace control gasto mismos porqué bajó presupuesto grupos trabajo si presupuesto universidades públicas debió aumentar"
" proceso financiación excursiones salidas campo apoyos viajes va solicitar niegan pues según recursos suficientes"
" programas curriculares lingüística pocos docentes planta cerca ocasionales siempre inconvenientes contratación docente inicio semestre pues según facultad ho dineros suficientes"
"buenos días controla ventas chazas dentro ocasiones encontrado productos aptos venta cumplen reglas mínimas limpieza alguien encargado revisar relativamente bien cuestión vendedor"
" cuánto dinero destinado adecuación espacios reparación edificios diseño gráfico"
" puedo realizar compras via online envio paga aparte incluido compra"
"buenos días podrían decirme inscripciones maestría medio ambiente desarrollo"
"hola espacio inquietud seguridad tema proceso frecuencia actualizan adaptan programas función nuevas necesidades mercado trabaja ello egresado informarme mejor muchas "
" hacen dinero ventas unidades productivas marengo"
" facultad mas profesoras facultad menos puedo resiviar asesoria si quiere doble titulaciòn"
"si según calendario académico junio llevaba cabo estudio decisión solicitudes traslado pregrado dado respuesta"
" facultad medicina veterinaria zootecnia cafetería"
" si contagios covid hecho "
" cuantos dineros recibidos divididos direfentes facultades"
" mejores universidades mundo muchas felicitaciones"
" conocer último periodo inversiones realizadas infraestructura proyectadas cordial saludo"
" agrada espacio pueda comentar varias cosas proyectos"
" contemplando idea semestre híbrido presencial virtual podría garantizar educación calidad"
" desfinanciacion hecho institución periodo conseguido superar problema"
" llevara proceso clases semestre"
" llegue fase apertura implementara llenen estaciones transmilenio universisdad"
"buenos días afectado financieramente pandemia"
" procesos cancelación asignaturas hecho efectiva sistema académico muchas personas historia académica bloqueada fecha definida efectiva situación académica"
" aporte importante marco posacuerdo metas plan logrado contexto recursos invertido lograrlas"
" aumento drástico matrícula "
" asegurará buen aprendizaje materias incluyen laboratorios laboratorios materias parte magistral herramienta importante academicamente útil"
" dónde pueden reportar fallas daños fugas etc baños sede medellín"
" algún tipo descuento posgrados estudiantes pregrado depende sede"
"hace meses hicieron encuesta opinión comunidad universitaria acerca gentilicio estudiantes egresados resultados encuesta"
" preparadas plataformas regreso clases forma virtual profesores adecuando cursos ser dictados forma virtual"
" pasó sede bogotá proceso nuevo edificio artes va pasar edificio facultad ciencias agrarias hundiendo además siempre preguntado sedes funcionan independientes rankings muestran universidades"
" próxima graduarme primera ceremonia grados sede medellín manera virtual debido emergencia actual posibilidades realice ceremonia presencial situación permita"
" semestre presencial"
"hola cree proceso admisión justo admitidos icfes hecho haberse preparado examen"
" medidas bioseguridad señalización llevando cabo campus primeras fases retomar clases presenciales"
" depende inicio tercera fase relacionada volver aulas"
" interesado contestar preguntas"
" siguiente pasara practicas empresariales "
" mayoría iniciativas buenas inquieta focalizan esfuerzos basados "
" general productos tienda excelente calidad precios asequibles cabe resaltar estampados resistentes calidad materias primas buena"
" desarrollando algún proceso mejorar condiciones infraestructura carrera estudios literarios"
" pasado programas investigación sedes presencia programas integración sedes andinas estudiantes peama realizan movilidad dando programas sociales necesarios estudiantes peama logre equidad diferentes aspectos estudiantes capitalinos estudiantes peama obtienen reubicación cambiar sede hace descuento matrícula"
" disposición legal establece egresados hacen parte comunidad universitaria actividades programadas podrían participar egresados "
" existen subsidios alimentación estudiantes posgrado tiempo limite destina realizar cambios rector va mejorar rectora actual déficit calidad académica dejado virtualidad tambien univesidad ayudara estudiantes posgrados solventar gastos matricula "
" legado importante "
"si quiero tener producto tienda dinero puedo obtenerlo hecho hace bueno sé puedo ganar obsequio haciendo tal vez adecuada ganar obsequio requiere respuesta haga cuestionar dudar misma respuesta espero poder ganar posillo jajaja"
" cobran dinero derechos grado individual ceremonia colectiva"
" auxiliares monitores da apoyo económico paupérrimo existe algún sitio pueda enterar ofertas laborales egresados áreas agrícolas agronómicas zootecnistas específico éstos dentro pensado mejora laboratorios ubicados bloque sede medellín"
"quiero si protocolo definido personas enfermedades base regreso actividades laborales"
"exitos sastifacion"
"exitos sastifacion emprender"
"exitos sastifacion emprender"
" abrirán estudiantes doncentes"
" estrategias pensado cuanto continuación educación virtual forma difundir conocimiento regiones apartadas país hace presencia bien sabido debido falta docentes sedes estudiantes peama atrasan estudios embargo educación virtual parece brindar manera pueda brindarse ciertas asignaturas manera virtual lado garantizar acceso virtualidad sólo referido dispositivos sino cobertura redes telecomunicaciones"
" proporción profesores profesores planta relación ocasionales"
" mejor"
" situación coronavirus tensa hago movilidad ciudad bogotá próximo semestre hago"
" situación contingencia atravesamos considerado tienda virtual sede medellín catálogo virtual realice envíos"
" hace examen admisión incluyente sociedad desigual económica intelectualmente colombiana evita elitismo examen"
" facultad medicina rentabilidad proyectos extensión acabó grupo esgrima "
